,entity_id,city,state,county,primary_subject,poverty,grade,start_time,end_time,type,price,reach,date,eligible_double_your_impact_match,school_charter,school_magnet,temp_label
18,01401f092436411979b7239117765c33,odessa,fl,hillsborough,literature & writing,moderate,pre,2012-09-17 00:00:00.000000,2019-06-19 22:23:24.884365,technology,510.33,18.0,2012-09-17 00:00:00.000000,1,0,0,train
19,016b83a8e29ca008fbe274356633239d,phoenix,az,maricopa,literature & writing,highest,primary,2013-04-11 00:00:00.000000,2019-06-19 22:23:24.884365,books,276.48,35.0,2013-04-11 00:00:00.000000,0,0,0,train
20,01a4780f49fb13b7838f9b992089869e,houston,tx,harris,special needs,highest,pre,2012-12-25 00:00:00.000000,2019-06-19 22:23:24.884365,technology,849.45,40.0,2012-12-25 00:00:00.000000,0,0,0,train
21,01a4aa9b8e1b364d168ad06a287c2e1a,las vegas,nv,clark,music,highest,primary,2012-05-05 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,542.86,900.0,2012-05-05 00:00:00.000000,0,0,0,train
22,01ac6ab61db2db06600154167c375fd8,middletown,ct,middlesex,literacy,highest,primary,2012-01-07 00:00:00.000000,2019-06-19 22:23:24.884365,books,342.81,125.0,2012-01-07 00:00:00.000000,0,0,0,train
23,01ad4e3c2d42d217485bdbb10d2d144d,harrah,ok,oklahoma,literacy,high,middle,2012-11-05 00:00:00.000000,2019-06-19 22:23:24.884365,books,548.72,25.0,2012-11-05 00:00:00.000000,0,0,0,train
24,01dcf8902095af7a43b34827380668cb,richmond,va,henrico,environmental science,highest,high,2012-04-24 00:00:00.000000,2019-06-19 22:23:24.884365,books,210.47,120.0,2012-04-24 00:00:00.000000,0,0,1,train
25,01f6efc43035108b64c341917d2dfb94,new york,ny,new york (manhattan),environmental science,highest,high,2013-01-19 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,1256.46,22.0,2013-01-19 00:00:00.000000,1,1,0,train
26,01f6efc43035108b64c341917d2dfb94,bronx,ny,new york (manhattan),environmental science,highest,high,2013-01-19 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,1256.46,22.0,2013-01-19 00:00:00.000000,1,1,0,train
27,01fc191dafe184c9ccdf087dfd645133,avon,in,hendricks,special needs,moderate,middle,2012-02-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,1010.58,20.0,2012-02-03 00:00:00.000000,0,0,0,train
28,021e06f701d538e062a5f5a8d3432be1,murrells inlt,sc,horry,literature & writing,highest,high,2012-04-07 00:00:00.000000,2019-06-19 22:23:24.884365,technology,932.78,75.0,2012-04-07 00:00:00.000000,0,0,0,train
29,02240656309ab489ef419527636a71f3,nashville,tn,davidson,literacy,highest,high,2012-03-15 00:00:00.000000,2019-06-19 22:23:24.884365,books,360.93,120.0,2012-03-15 00:00:00.000000,0,0,0,train
30,0243022c0c07af4aba7c0bcca023e050,brooklyn,ny,kings (brooklyn),early development,highest,pre,2013-05-02 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,810.28,17.0,2013-05-02 00:00:00.000000,0,0,0,train
31,0258ad6dfe964d663714ae45482ba0f6,murrieta,ca,riverside,music,moderate,primary,2012-11-02 00:00:00.000000,2019-06-19 22:23:24.884365,technology,304.96,500.0,2012-11-02 00:00:00.000000,0,0,0,train
32,025bc8acaf5c6e211247f2085a99570a,woodland hls,ca,los angeles,literacy,high,pre,2012-01-28 00:00:00.000000,2019-06-19 22:23:24.884365,books,394.21,24.0,2012-01-28 00:00:00.000000,1,0,0,train
33,02680734077858decab274590ef7b99e,abbeville,la,vermilion,literacy,highest,pre,2013-01-01 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,512.79,17.0,2013-01-01 00:00:00.000000,0,0,0,train
34,0286a1bd6e83c7766413522e5a80521c,knoxville,tn,knox,social sciences,highest,primary,2012-12-19 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,197.98,60.0,2012-12-19 00:00:00.000000,0,0,0,train
35,028c34cca845d022dd9d86ceb7cf97e4,los angeles,ca,los angeles,literacy,highest,high,2012-02-02 00:00:00.000000,2019-06-19 22:23:24.884365,books,1063.8,200.0,2012-02-02 00:00:00.000000,0,0,1,train
36,02989c179539ac7bcf9a200b3ec8d362,brentwood,ny,suffolk,literature & writing,highest,primary,2012-07-10 00:00:00.000000,2019-06-19 22:23:24.884365,other,398.2,13.0,2012-07-10 00:00:00.000000,0,0,0,train
37,02bae5b07a7a8d30aa95be9adc84d90c,largo,fl,pinellas,literature & writing,high,pre,2013-04-28 00:00:00.000000,2019-06-19 22:23:24.884365,books,612.76,35.0,2013-04-28 00:00:00.000000,0,0,0,train
38,02df7590f5049a1c327b62c4ce45ac1f,waukesha,wi,waukesha,literature & writing,moderate,high,2012-02-29 00:00:00.000000,2019-06-19 22:23:24.884365,technology,520.93,175.0,2012-02-29 00:00:00.000000,0,0,0,train
39,02e577874527e3a5b7377f2e261ced7f,denver,co,denver,history & geography,highest,high,2013-03-20 00:00:00.000000,2019-06-19 22:23:24.884365,trips,6722.35,60.0,2013-03-20 00:00:00.000000,0,0,0,train
40,03239bcb1e5067aafe943584f642dd89,hollywood,fl,broward,literacy,highest,primary,2012-01-15 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,412.14,40.0,2012-01-15 00:00:00.000000,0,0,0,train
41,03b67afd085305480a315872f027138a,austin,tx,travis,literacy,highest,primary,2012-09-10 00:00:00.000000,2019-06-19 22:23:24.884365,books,388.22,20.0,2012-09-10 00:00:00.000000,0,0,0,train
42,03d586a64c034ad0b013ad62eb2dfed3,la mirada,ca,los angeles,literacy,moderate,pre,2012-05-01 00:00:00.000000,2019-06-19 22:23:24.884365,technology,259.71,29.0,2012-05-01 00:00:00.000000,0,0,0,train
43,03e0c86bf87bdaa4795f77ba38917b5e,capitol hgts,md,prince georges,literature & writing,highest,pre,2013-04-19 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,277.04,23.0,2013-04-19 00:00:00.000000,0,0,0,train
44,04047ce6fd42e05af437164f425679fd,dublin,ca,alameda,mathematics,low,primary,2013-03-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,686.15,30.0,2013-03-03 00:00:00.000000,0,0,0,train
45,0410324f1c5934e2a72dcb050fa79683,houston,tx,harris,literacy,highest,middle,2012-11-03 00:00:00.000000,2019-06-19 22:23:24.884365,books,274.47,500.0,2012-11-03 00:00:00.000000,1,1,0,train
46,0412e2588a68f69ad11d477aca6ac191,clinton twp,mi,macomb,health & wellness,moderate,primary,2013-02-02 00:00:00.000000,2019-06-19 22:23:24.884365,other,907.15,90.0,2013-02-02 00:00:00.000000,0,0,0,train
47,041d585972cbaa031a503795266f5c64,san pedro,ca,los angeles,mathematics,high,middle,2012-01-27 00:00:00.000000,2019-06-19 22:23:24.884365,technology,1143.47,30.0,2012-01-27 00:00:00.000000,0,0,0,train
48,0433975e40a6a66147d89c7ab861927f,huntingtn bch,ca,orange,applied sciences,low,middle,2012-10-14 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,413.62,180.0,2012-10-14 00:00:00.000000,1,0,0,train
49,04360635cbbe45ffabdee2216645674c,corsica,sd,douglas,character education,high,middle,2012-02-15 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,979.11,10.0,2012-02-15 00:00:00.000000,0,0,0,train
50,0446a9c79670b8c29c1d63b54cbabf75,fairfield,ca,solano,esl,highest,pre,2012-08-26 00:00:00.000000,2019-06-19 22:23:24.884365,technology,178.11,20.0,2012-08-26 00:00:00.000000,0,0,0,train
51,0450baf4e99c679974e16ae9b6d7caa2,minneola,fl,lake,mathematics,high,pre,2013-04-28 00:00:00.000000,2019-06-19 22:23:24.884365,technology,765.87,20.0,2013-04-28 00:00:00.000000,0,1,0,train
52,0477c6baba056c2a2a8224490eda2709,richmond,ca,contra costa,health & wellness,highest,middle,2013-01-22 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,491.84,33.0,2013-01-22 00:00:00.000000,0,0,0,train
53,04bb6bd8b8bdee87397babf2da58b7b9,reno,nv,washoe,literacy,highest,pre,2012-02-20 00:00:00.000000,2019-06-19 22:23:24.884365,technology,253.52,18.0,2012-02-20 00:00:00.000000,1,0,0,train
54,04cb78c33fd3523cd0a244009e611ddb,des moines,wa,king,character education,high,middle,2012-09-28 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,544.78,720.0,2012-09-28 00:00:00.000000,1,0,0,train
55,04d7d76eb9a9583221f86d8733a683ce,houston,tx,harris,environmental science,highest,primary,2013-02-11 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,822.08,56.0,2013-02-11 00:00:00.000000,1,0,1,train
56,0526703b0d0904a55fe7d288030e3be1,longwood,fl,seminole,extracurricular,high,high,2012-02-04 00:00:00.000000,2019-06-19 22:23:24.884365,technology,926.99,20.0,2012-02-04 00:00:00.000000,0,0,0,train
57,055fe7946b0191776e5054c7681dc440,la mirada,ca,los angeles,history & geography,moderate,primary,2013-04-03 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,561.18,28.0,2013-04-03 00:00:00.000000,0,0,0,train
58,0574e16f79a8bd01bfea38a1406289c1,naples,fl,collier,literacy,highest,high,2012-08-28 00:00:00.000000,2019-06-19 22:23:24.884365,technology,316.86,35.0,2012-08-28 00:00:00.000000,1,0,0,train
59,05b67dcfac38cd684a11c220cca96262,chula vista,ca,san diego,music,highest,high,2013-01-27 00:00:00.000000,2019-06-19 22:23:24.884365,technology,555.99,300.0,2013-01-27 00:00:00.000000,0,1,0,train
60,05dd9ec89e2642c31f6bf753b327a371,north hills,ca,los angeles,character education,highest,pre,2013-02-13 00:00:00.000000,2019-06-19 22:23:24.884365,books,567.06,24.0,2013-02-13 00:00:00.000000,1,0,0,train
61,05e0cb78521d78bce468f19a0c63c933,middletown,ny,orange,special needs,highest,high,2012-03-08 00:00:00.000000,2019-06-19 22:23:24.884365,technology,11278.7,125.0,2012-03-08 00:00:00.000000,0,0,0,train
62,06009434a703daa5b6fda4f4e51c3436,new iberia,la,iberia,mathematics,highest,primary,2012-03-04 00:00:00.000000,2019-06-19 22:23:24.884365,technology,615.6,55.0,2012-03-04 00:00:00.000000,0,0,0,train
63,0605ec70577c4d421445d227686d70a6,louisville,ky,jefferson,literacy,highest,pre,2012-01-22 00:00:00.000000,2019-06-19 22:23:24.884365,technology,685.56,24.0,2012-01-22 00:00:00.000000,0,0,0,train
64,0634c138ad0d921a87d8263b311d7ce7,yorba linda,ca,orange,early development,low,pre,2012-09-01 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,497.28,28.0,2012-09-01 00:00:00.000000,0,0,0,train
65,063922550e71f351b58c73d72287f392,north hills,ca,los angeles,special needs,highest,primary,2012-01-05 00:00:00.000000,2019-06-19 22:23:24.884365,technology,953.44,18.0,2012-01-29 00:00:00.000000,0,0,0,train
66,063922550e71f351b58c73d72287f392,north hills,ca,los angeles,special needs,highest,primary,2012-01-05 00:00:00.000000,2019-06-19 22:23:24.884365,technology,641.04,18.0,2012-01-05 00:00:00.000000,1,0,0,train
67,064f19067a87effac9d24923612cd310,durham,nc,durham,applied sciences,highest,primary,2012-11-04 00:00:00.000000,2019-06-19 22:23:24.884365,other,491.19,630.0,2012-11-04 00:00:00.000000,0,0,0,train
68,064fca5cffb1a45310a4dba435c8c99b,woodbury,tn,cannon,environmental science,highest,primary,2012-04-19 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,411.31,16.0,2012-04-19 00:00:00.000000,0,0,0,train
69,0658bb864554205f5f11f21535d8292b,los angeles,ca,los angeles,economics,high,primary,2012-01-13 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,605.12,300.0,2012-01-13 00:00:00.000000,0,0,0,train
70,06637d44f9d8d71ebb8871d91ecfa4cf,taunton,ma,bristol,mathematics,high,middle,2013-01-31 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,633.33,196.0,2013-01-31 00:00:00.000000,0,0,0,train
71,0680fc0ecc41eaa35a868045dec3f392,jersey city,nj,hudson,parent involvement,highest,primary,2013-03-08 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,552.68,900.0,2013-03-08 00:00:00.000000,0,0,0,train
72,06b169db393a8100b58b7b708081f846,katy,tx,fort bend,literacy,moderate,pre,2012-10-07 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,697.09,175.0,2012-10-07 00:00:00.000000,0,0,0,train
73,06b29a7066cc05151cb0c7129e60ba29,san francisco,ca,san francisco,mathematics,high,primary,2012-12-02 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,1013.82,32.0,2012-12-02 00:00:00.000000,0,0,0,train
74,06c008bbdc50afd85df7102457c47451,columbia,nc,tyrrell,literacy,highest,primary,2012-11-04 00:00:00.000000,2019-06-19 22:23:24.884365,books,166.46,45.0,2012-11-04 00:00:00.000000,1,0,0,train
75,06d4ea191e355c44ec960892662f0d3d,los angeles,ca,los angeles,literacy,highest,pre,2012-12-08 00:00:00.000000,2019-06-19 22:23:24.884365,technology,1152.28,11.0,2012-12-08 00:00:00.000000,0,0,0,train
76,06de55602c57f4de6157164b4b1a5435,los angeles,ca,los angeles,literature & writing,high,middle,2012-01-29 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,298.39,61.0,2012-01-29 00:00:00.000000,1,0,1,train
77,06e1259eb284006a3930a9cbd0a928e6,galivants fry,sc,horry,literacy,high,primary,2012-01-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,662.38,12.0,2013-01-25 00:00:00.000000,0,0,0,train
78,06e1259eb284006a3930a9cbd0a928e6,galivants fry,sc,horry,literature & writing,high,primary,2012-01-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,662.38,12.0,2013-01-25 00:00:00.000000,0,0,0,train
79,06e1259eb284006a3930a9cbd0a928e6,galivants fry,sc,horry,literacy,high,pre,2012-01-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,662.38,12.0,2013-01-25 00:00:00.000000,0,0,0,train
80,06e1259eb284006a3930a9cbd0a928e6,galivants fry,sc,horry,literacy,high,primary,2012-01-03 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,373.66,10.0,2012-03-07 00:00:00.000000,0,0,0,train
81,06e1259eb284006a3930a9cbd0a928e6,galivants fry,sc,horry,literature & writing,high,primary,2012-01-03 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,373.66,10.0,2012-03-07 00:00:00.000000,0,0,0,train
82,06e1259eb284006a3930a9cbd0a928e6,galivants fry,sc,horry,literacy,high,pre,2012-01-03 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,373.66,10.0,2012-03-07 00:00:00.000000,0,0,0,train
83,06e1259eb284006a3930a9cbd0a928e6,galivants fry,sc,horry,literacy,high,primary,2012-01-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,821.52,10.0,2012-01-03 00:00:00.000000,0,0,0,train
84,06e1259eb284006a3930a9cbd0a928e6,galivants fry,sc,horry,literature & writing,high,primary,2012-01-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,821.52,10.0,2012-01-03 00:00:00.000000,0,0,0,train
85,06e1259eb284006a3930a9cbd0a928e6,galivants fry,sc,horry,literacy,high,pre,2012-01-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,821.52,10.0,2012-01-03 00:00:00.000000,0,0,0,train
86,06f19ca1f1d56c866a79dbed3a771d17,goose creek,sc,berkeley,literacy,high,pre,2012-11-09 00:00:00.000000,2019-06-19 22:23:24.884365,technology,555.04,20.0,2012-11-09 00:00:00.000000,0,0,0,train
87,072f89332e3c8bf28e29451767fcf5bb,torrance,ca,los angeles,literacy,highest,pre,2012-01-30 00:00:00.000000,2019-06-19 22:23:24.884365,technology,888.4,23.0,2012-01-30 00:00:00.000000,1,0,0,train
88,073e3a226eeaff881d90acc253882409,bloomington,il,mclean,literacy,moderate,pre,2012-09-01 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,248.98,23.0,2012-09-01 00:00:00.000000,1,0,0,train
89,0751e922338a696a305b58f12543e5d5,south gate,ca,los angeles,special needs,highest,middle,2012-01-29 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,608.8,12.0,2012-01-29 00:00:00.000000,1,0,1,train
90,0781618b3d9f655607ff0403e7af0ba8,los angeles,ca,los angeles,applied sciences,high,primary,2012-02-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,914.44,27.0,2012-02-03 00:00:00.000000,0,0,0,train
91,0781618b3d9f655607ff0403e7af0ba8,los angeles,ca,los angeles,college & career prep,high,primary,2012-02-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,914.44,27.0,2012-02-03 00:00:00.000000,0,0,0,train
92,0781618b3d9f655607ff0403e7af0ba8,los angeles,ca,los angeles,applied sciences,high,primary,2012-02-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,1141.52,26.0,2012-08-29 00:00:00.000000,0,0,0,train
93,0781618b3d9f655607ff0403e7af0ba8,los angeles,ca,los angeles,college & career prep,high,primary,2012-02-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,1141.52,26.0,2012-08-29 00:00:00.000000,0,0,0,train
94,0787ed6317707d3cfa2e68136b8dd331,raeford,nc,hoke,literacy,moderate,primary,2012-01-19 00:00:00.000000,2019-06-19 22:23:24.884365,technology,775.34,37.0,2012-01-19 00:00:00.000000,0,0,0,train
95,078eb1f0b4259422445ff111020b8fdb,los angeles,ca,los angeles,applied sciences,highest,primary,2012-05-09 00:00:00.000000,2019-06-19 22:23:24.884365,technology,353.42,20.0,2012-05-09 00:00:00.000000,1,0,0,train
96,07b6ebc8edf6adb244f4edfa851ff538,detroit,mi,wayne,health & life science,highest,pre,2012-10-01 00:00:00.000000,2019-06-19 22:23:24.884365,other,154.71,28.0,2013-03-12 00:00:00.000000,0,0,0,train
97,07b6ebc8edf6adb244f4edfa851ff538,detroit,mi,wayne,early development,highest,pre,2012-10-01 00:00:00.000000,2019-06-19 22:23:24.884365,other,154.71,28.0,2013-03-12 00:00:00.000000,0,0,0,train
98,07b6ebc8edf6adb244f4edfa851ff538,detroit,mi,wayne,literature & writing,highest,pre,2012-10-01 00:00:00.000000,2019-06-19 22:23:24.884365,other,154.71,28.0,2013-03-12 00:00:00.000000,0,0,0,train
99,07b6ebc8edf6adb244f4edfa851ff538,detroit,mi,wayne,health & life science,highest,pre,2012-10-01 00:00:00.000000,2019-06-19 22:23:24.884365,other,243.71,26.0,2012-12-01 00:00:00.000000,0,0,0,train
100,07b6ebc8edf6adb244f4edfa851ff538,detroit,mi,wayne,early development,highest,pre,2012-10-01 00:00:00.000000,2019-06-19 22:23:24.884365,other,243.71,26.0,2012-12-01 00:00:00.000000,0,0,0,train
101,07b6ebc8edf6adb244f4edfa851ff538,detroit,mi,wayne,literature & writing,highest,pre,2012-10-01 00:00:00.000000,2019-06-19 22:23:24.884365,other,243.71,26.0,2012-12-01 00:00:00.000000,0,0,0,train
102,07b6ebc8edf6adb244f4edfa851ff538,detroit,mi,wayne,health & life science,highest,pre,2012-10-01 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,336.06,25.0,2012-10-01 00:00:00.000000,0,0,0,train
103,07b6ebc8edf6adb244f4edfa851ff538,detroit,mi,wayne,early development,highest,pre,2012-10-01 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,336.06,25.0,2012-10-01 00:00:00.000000,0,0,0,train
104,07b6ebc8edf6adb244f4edfa851ff538,detroit,mi,wayne,literature & writing,highest,pre,2012-10-01 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,336.06,25.0,2012-10-01 00:00:00.000000,0,0,0,train
105,07bbfeaeb4373b62a52a331a9ca826ed,baltimore,md,baltimore city,gym & fitness,highest,pre,2013-04-08 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,215.0,650.0,2013-04-08 00:00:00.000000,0,0,0,train
106,07eada6e620321a35fa16c85c19c594b,canton,oh,stark,literacy,highest,pre,2012-01-16 00:00:00.000000,2019-06-19 22:23:24.884365,books,516.38,21.0,2012-01-16 00:00:00.000000,0,1,0,train
107,07fce46808eb2970357073a173ca61d1,denver,co,denver,literacy,moderate,primary,2012-05-23 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,336.12,30.0,2012-05-23 00:00:00.000000,1,0,0,train
108,080562e4d527d7283ed83b1bf5c25dba,sumter,sc,sumter,literacy,highest,high,2012-11-28 00:00:00.000000,2019-06-19 22:23:24.884365,technology,198.8,999.0,2012-11-28 00:00:00.000000,0,0,0,train
109,0826355148aff3d38bbe64efbb229256,buckeye,az,maricopa,literacy,high,primary,2012-02-17 00:00:00.000000,2019-06-19 22:23:24.884365,technology,277.52,23.0,2012-02-17 00:00:00.000000,1,0,0,train
110,085e67b6c4e52c7dd659e0e7804fc6de,jamaica,ny,queens,health & life science,highest,middle,2013-02-15 00:00:00.000000,2019-06-19 22:23:24.884365,technology,561.94,260.0,2013-02-15 00:00:00.000000,0,0,0,train
111,086758abb1ba6a30d037519864c77fdb,wrenshall,mn,carlton,literacy,high,pre,2013-02-11 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,154.71,13.0,2013-02-11 00:00:00.000000,0,0,0,train
112,0877677d76ad52859e621574108e7725,minneapolis,mn,hennepin,mathematics,highest,pre,2012-10-06 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,450.73,20.0,2012-10-06 00:00:00.000000,0,1,0,train
113,088982d8b5f9ae42f16c33ac56fb39cc,philadelphia,pa,philadelphia,literature & writing,high,primary,2012-11-02 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,452.05,26.0,2012-11-02 00:00:00.000000,0,1,0,train
114,088d25fb6a779da7cebac99fbd3c195a,san francisco,ca,san francisco,literature & writing,highest,pre,2012-02-07 00:00:00.000000,2019-06-19 22:23:24.884365,technology,417.25,30.0,2012-02-07 00:00:00.000000,0,0,0,train
115,089b31ed9a02c36b15d9f7f445ffa97c,philadelphia,pa,philadelphia,literacy,highest,primary,2013-04-19 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,1379.49,36.0,2013-04-19 00:00:00.000000,0,0,0,train
116,08a21cd7bb2c523d867fd23c287026c8,los angeles,ca,los angeles,mathematics,high,pre,2012-08-19 00:00:00.000000,2019-06-19 22:23:24.884365,technology,570.11,24.0,2012-08-19 00:00:00.000000,1,0,0,train
117,08adee7f90fdf3f8b20c11bd23e6d3d5,los angeles,ca,los angeles,literacy,highest,middle,2012-03-11 00:00:00.000000,2019-06-19 22:23:24.884365,books,295.08,80.0,2012-03-11 00:00:00.000000,0,1,0,train
118,08b29c2aed2dcec4f411a3f0e5c24c4d,west jordan,ut,salt lake,literature & writing,moderate,middle,2012-11-23 00:00:00.000000,2019-06-19 22:23:24.884365,technology,981.04,250.0,2012-11-23 00:00:00.000000,1,0,0,train
119,08ccd72f74ad05ee9101b3615f1d2154,st petersburg,fl,pinellas,literature & writing,highest,pre,2012-02-18 00:00:00.000000,2019-06-19 22:23:24.884365,technology,437.36,18.0,2012-02-18 00:00:00.000000,0,0,0,train
120,08e6239c7233464ec0c0a521cbd028ac,columbia,sc,richland,community service,highest,pre,2012-09-01 00:00:00.000000,2019-06-19 22:23:24.884365,other,340.32,20.0,2012-09-01 00:00:00.000000,0,0,0,train
121,08e72768b49a65af8b2ab62588768a7c,wagoner,ok,wagoner,literacy,highest,pre,2012-10-03 00:00:00.000000,2019-06-19 22:23:24.884365,technology,482.91,19.0,2012-10-03 00:00:00.000000,0,0,0,train
122,08e8756ec3abbcd9478d38860d9add2b,providence,ri,providence,music,highest,high,2012-09-02 00:00:00.000000,2019-06-19 22:23:24.884365,supplies,506.94,1.0,2012-09-02 00:00:00.000000,0,1,0,train
